Date de saisie;Date opération;Description;Montant;Type;Catégorie;Date de rapprochement;Répétition mensuelle;Répétition annuelle;Depuis;Vers;ID
23/09/2023;23/09/2023;Pathé Gaumont - Cinéma 🎬;132,63;Dépenses variables;Loisirs & Culture;23/09/2023;FAUX;FAUX;Compte Courant Principal;;174
13/09/2023;13/09/2023;Shopping Habillement 🛍️;49,73;Dépenses variables;Shopping & Habillement;13/09/2023;FAUX;FAUX;Compte Courant Principal;;175
27/10/2023;28/10/2023;Salaire Mensuel 💶;1773,68;Recettes;Salaire;28/10/2023;VRAI;FAUX;;Compte Courant Principal;176
01/10/2023;02/10/2023;Virement Épargne Mensuelle 🐷;120,00;Virement;Épargne;02/10/2023;VRAI;FAUX;Compte Courant Principal;Livret A;177
03/10/2023;05/10/2023;Loyer & Charges 🏠;620,00;Dépenses fixes;Logement;05/10/2023;VRAI;FAUX;Compte Courant Principal;;178
09/10/2023;10/10/2023;Facture Électricité & Gaz ⚡;78,65;Dépenses fixes;Énergie & Eau;10/10/2023;VRAI;FAUX;Compte Courant Principal;;179
11/10/2023;12/10/2023;Abonnement Fibre & Mobile 📱;48,00;Dépenses fixes;Téléphonie & Internet;12/10/2023;VRAI;FAUX;Compte Courant Principal;;180
16/10/2023;18/10/2023;Assurance Habitation & Auto 🛡️;68,68;Dépenses fixes;Assurance;18/10/2023;VRAI;FAUX;Compte Courant Principal;;181
19/10/2023;20/10/2023;Abonnement Streaming 🎬;22,00;Dépenses fixes;Abonnements & Médias;20/10/2023;VRAI;FAUX;Compte Courant Principal;;182
20/10/2023;22/10/2023;Cotisation Mutuelle 💊;32,00;Dépenses fixes;Santé & Mutuelle;22/10/2023;VRAI;FAUX;Compte Courant Principal;;183
02/10/2023;02/10/2023;Courses Lidl 🛒;96,17;Dépenses variables;Alimentation;02/10/2023;FAUX;FAUX;Compte Courant Principal;;184
11/10/2023;11/10/2023;Courses E.Leclerc 🛒;91,05;Dépenses variables;Alimentation;11/10/2023;FAUX;FAUX;Compte Courant Principal;;185
18/10/2023;18/10/2023;Courses Lidl 🛒;88,24;Dépenses variables;Alimentation;18/10/2023;FAUX;FAUX;Compte Courant Principal;;186
25/10/2023;25/10/2023;Courses Auchan 🛒;91,28;Dépenses variables;Alimentation;25/10/2023;FAUX;FAUX;Compte Courant Principal;;187
05/10/2023;05/10/2023;Station TotalEnergies - Carburant ⛽;62,74;Dépenses variables;Transport & Carburant;05/10/2023;FAUX;FAUX;Compte Courant Principal;;188
21/10/2023;21/10/2023;Station TotalEnergies - Carburant ⛽;57,81;Dépenses variables;Transport & Carburant;21/10/2023;FAUX;FAUX;Compte Courant Principal;;189
10/10/2023;10/10/2023;Bistrot Gourmand 🍕;36,00;Dépenses variables;Restauration & Sorties;10/10/2023;FAUX;FAUX;Compte Courant Principal;;190
23/10/2023;23/10/2023;Brasserie du Centre 🍕;41,39;Dépenses variables;Restauration & Sorties;23/10/2023;FAUX;FAUX;Compte Courant Principal;;191
14/10/2023;14/10/2023;Pharmacie Centrale 💊;21,43;Dépenses variables;Santé & Mutuelle;14/10/2023;FAUX;FAUX;Compte Courant Principal;;192
24/10/2023;24/10/2023;Decathlon - Loisirs ⚽;115,77;Dépenses variables;Loisirs & Culture;24/10/2023;FAUX;FAUX;Compte Courant Principal;;193
15/10/2023;15/10/2023;Shopping Habillement 🛍️;41,91;Dépenses variables;Shopping & Habillement;15/10/2023;FAUX;FAUX;Compte Courant Principal;;194
27/11/2023;28/11/2023;Salaire Mensuel 💶;1763,30;Recettes;Salaire;28/11/2023;VRAI;FAUX;;Compte Courant Principal;195
01/11/2023;02/11/2023;Virement Épargne Mensuelle 🐷;120,00;Virement;Épargne;02/11/2023;VRAI;FAUX;Compte Courant Principal;Livret A;196
03/11/2023;05/11/2023;Loyer & Charges 🏠;620,00;Dépenses fixes;Logement;05/11/2023;VRAI;FAUX;Compte Courant Principal;;197
09/11/2023;10/11/2023;Facture Électricité & Gaz ⚡;96,94;Dépenses fixes;Énergie & Eau;10/11/2023;VRAI;FAUX;Compte Courant Principal;;198
10/11/2023;12/11/2023;Abonnement Fibre & Mobile 📱;48,00;Dépenses fixes;Téléphonie & Internet;12/11/2023;VRAI;FAUX;Compte Courant Principal;;199
17/11/2023;18/11/2023;Assurance Habitation & Auto 🛡️;66,46;Dépenses fixes;Assurance;18/11/2023;VRAI;FAUX;Compte Courant Principal;;200
19/11/2023;20/11/2023;Abonnement Streaming 🎬;22,00;Dépenses fixes;Abonnements & Médias;20/11/2023;VRAI;FAUX;Compte Courant Principal;;201
20/11/2023;22/11/2023;Cotisation Mutuelle 💊;32,00;Dépenses fixes;Santé & Mutuelle;22/11/2023;VRAI;FAUX;Compte Courant Principal;;202
03/11/2023;03/11/2023;Courses Carrefour 🛒;97,49;Dépenses variables;Alimentation;03/11/2023;FAUX;FAUX;Compte Courant Principal;;203
11/11/2023;11/11/2023;Courses E.Leclerc 🛒;94,63;Dépenses variables;Alimentation;11/11/2023;FAUX;FAUX;Compte Courant Principal;;204
18/11/2023;18/11/2023;Courses E.Leclerc 🛒;93,07;Dépenses variables;Alimentation;18/11/2023;FAUX;FAUX;Compte Courant Principal;;205
27/11/2023;27/11/2023;Courses Auchan 🛒;91,26;Dépenses variables;Alimentation;27/11/2023;FAUX;FAUX;Compte Courant Principal;;206
07/11/2023;07/11/2023;Station TotalEnergies - Carburant ⛽;59,44;Dépenses variables;Transport & Carburant;07/11/2023;FAUX;FAUX;Compte Courant Principal;;207
20/11/2023;20/11/2023;Station TotalEnergies - Carburant ⛽;58,36;Dépenses variables;Transport & Carburant;20/11/2023;FAUX;FAUX;Compte Courant Principal;;208
09/11/2023;09/11/2023;Brasserie du Centre 🍕;38,77;Dépenses variables;Restauration & Sorties;09/11/2023;FAUX;FAUX;Compte Courant Principal;;209
25/11/2023;25/11/2023;Pizzeria Bella Vista 🍕;37,69;Dépenses variables;Restauration & Sorties;25/11/2023;FAUX;FAUX;Compte Courant Principal;;210
16/11/2023;16/11/2023;Pharmacie Centrale 💊;26,67;Dépenses variables;Santé & Mutuelle;16/11/2023;FAUX;FAUX;Compte Courant Principal;;211
24/11/2023;24/11/2023;Fnac - Livres & Musique 📚;120,74;Dépenses variables;Loisirs & Culture;24/11/2023;FAUX;FAUX;Compte Courant Principal;;212
16/11/2023;16/11/2023;Shopping Habillement 🛍️;47,13;Dépenses variables;Shopping & Habillement;16/11/2023;FAUX;FAUX;Compte Courant Principal;;213
24/11/2023;24/11/2023;Frais Auto Exceptionnels 🔧;1400,00;Dépenses variables;Transport & Carburant;24/11/2023;FAUX;FAUX;Compte Courant Principal;;214
27/12/2023;28/12/2023;Salaire Mensuel 💶;1764,16;Recettes;Salaire;28/12/2023;VRAI;FAUX;;Compte Courant Principal;215
30/11/2023;02/12/2023;Virement Épargne Mensuelle 🐷;120,00;Virement;Épargne;02/12/2023;VRAI;FAUX;Compte Courant Principal;Livret A;216
04/12/2023;05/12/2023;Loyer & Charges 🏠;620,00;Dépenses fixes;Logement;05/12/2023;VRAI;FAUX;Compte Courant Principal;;217
09/12/2023;10/12/2023;Facture Électricité & Gaz ⚡;94,77;Dépenses fixes;Énergie & Eau;10/12/2023;VRAI;FAUX;Compte Courant Principal;;218
10/12/2023;12/12/2023;Abonnement Fibre & Mobile 📱;48,00;Dépenses fixes;Téléphonie & Internet;12/12/2023;VRAI;FAUX;Compte Courant Principal;;219
16/12/2023;18/12/2023;Assurance Habitation & Auto 🛡️;66,85;Dépenses fixes;Assurance;18/12/2023;VRAI;FAUX;Compte Courant Principal;;220
19/12/2023;20/12/2023;Abonnement Streaming 🎬;22,00;Dépenses fixes;Abonnements & Médias;20/12/2023;VRAI;FAUX;Compte Courant Principal;;221
21/12/2023;22/12/2023;Cotisation Mutuelle 💊;32,00;Dépenses fixes;Santé & Mutuelle;22/12/2023;VRAI;FAUX;Compte Courant Principal;;222
04/12/2023;04/12/2023;Courses E.Leclerc 🛒;90,25;Dépenses variables;Alimentation;04/12/2023;FAUX;FAUX;Compte Courant Principal;;223
10/12/2023;10/12/2023;Courses Lidl 🛒;88,24;Dépenses variables;Alimentation;10/12/2023;FAUX;FAUX;Compte Courant Principal;;224
18/12/2023;18/12/2023;Courses Auchan 🛒;94,11;Dépenses variables;Alimentation;18/12/2023;FAUX;FAUX;Compte Courant Principal;;225
25/12/2023;25/12/2023;Courses Auchan 🛒;92,14;Dépenses variables;Alimentation;25/12/2023;FAUX;FAUX;Compte Courant Principal;;226
09/12/2023;09/12/2023;Station TotalEnergies - Carburant ⛽;56,56;Dépenses variables;Transport & Carburant;09/12/2023;FAUX;FAUX;Compte Courant Principal;;227
22/12/2023;22/12/2023;Station TotalEnergies - Carburant ⛽;58,96;Dépenses variables;Transport & Carburant;22/12/2023;FAUX;FAUX;Compte Courant Principal;;228
07/12/2023;07/12/2023;Bistrot Gourmand 🍕;33,48;Dépenses variables;Restauration & Sorties;07/12/2023;FAUX;FAUX;Compte Courant Principal;;229
21/12/2023;21/12/2023;Brasserie du Centre 🍕;40,93;Dépenses variables;Restauration & Sorties;21/12/2023;FAUX;FAUX;Compte Courant Principal;;230
18/12/2023;18/12/2023;Pharmacie Centrale 💊;23,40;Dépenses variables;Santé & Mutuelle;18/12/2023;FAUX;FAUX;Compte Courant Principal;;231
23/12/2023;23/12/2023;Decathlon - Loisirs ⚽;131,08;Dépenses variables;Loisirs & Culture;23/12/2023;FAUX;FAUX;Compte Courant Principal;;232
16/12/2023;16/12/2023;Shopping Habillement 🛍️;44,29;Dépenses variables;Shopping & Habillement;16/12/2023;FAUX;FAUX;Compte Courant Principal;;233
18/12/2023;18/12/2023;Cadeaux de Noël & Fêtes 🎁;85,00;Dépenses variables;Shopping & Habillement;18/12/2023;FAUX;FAUX;Compte Courant Principal;;234
15/12/2023;15/12/2023;Remboursement Assurance Auto 🛡️;1400,00;Recettes;Remboursement;15/12/2023;FAUX;FAUX;;Compte Courant Principal;235
26/01/2024;27/01/2024;Salaire Mensuel 💶;1777,73;Recettes;Salaire;27/01/2024;VRAI;FAUX;;Compte Courant Principal;236
31/12/2023;02/01/2024;Virement Épargne Mensuelle 🐷;120,00;Virement;Épargne;02/01/2024;VRAI;FAUX;Compte Courant Principal;Livret A;237
03/01/2024;05/01/2024;Loyer & Charges 🏠;620,00;Dépenses fixes;Logement;05/01/2024;VRAI;FAUX;Compte Courant Principal;;238
08/01/2024;10/01/2024;Facture Électricité & Gaz ⚡;93,49;Dépenses fixes;Énergie & Eau;10/01/2024;VRAI;FAUX;Compte Courant Principal;;239
10/01/2024;12/01/2024;Abonnement Fibre & Mobile 📱;48,00;Dépenses fixes;Téléphonie & Internet;12/01/2024;VRAI;FAUX;Compte Courant Principal;;240
16/01/2024;18/01/2024;Assurance Habitation & Auto 🛡️;66,53;Dépenses fixes;Assurance;18/01/2024;VRAI;FAUX;Compte Courant Principal;;241
19/01/2024;20/01/2024;Abonnement Streaming 🎬;22,00;Dépenses fixes;Abonnements & Médias;20/01/2024;VRAI;FAUX;Compte Courant Principal;;242
20/01/2024;22/01/2024;Cotisation Mutuelle 💊;32,00;Dépenses fixes;Santé & Mutuelle;22/01/2024;VRAI;FAUX;Compte Courant Principal;;243
03/01/2024;03/01/2024;Courses E.Leclerc 🛒;95,52;Dépenses variables;Alimentation;03/01/2024;FAUX;FAUX;Compte Courant Principal;;244
12/01/2024;12/01/2024;Courses E.Leclerc 🛒;95,66;Dépenses variables;Alimentation;12/01/2024;FAUX;FAUX;Compte Courant Principal;;245
20/01/2024;20/01/2024;Courses Auchan 🛒;94,27;Dépenses variables;Alimentation;20/01/2024;FAUX;FAUX;Compte Courant Principal;;246
26/01/2024;26/01/2024;Courses Auchan 🛒;88,77;Dépenses variables;Alimentation;26/01/2024;FAUX;FAUX;Compte Courant Principal;;247
07/01/2024;07/01/2024;Station TotalEnergies - Carburant ⛽;56,88;Dépenses variables;Transport & Carburant;07/01/2024;FAUX;FAUX;Compte Courant Principal;;248
21/01/2024;21/01/2024;Station TotalEnergies - Carburant ⛽;57,56;Dépenses variables;Transport & Carburant;21/01/2024;FAUX;FAUX;Compte Courant Principal;;249
10/01/2024;10/01/2024;Brasserie du Centre 🍕;32,81;Dépenses variables;Restauration & Sorties;10/01/2024;FAUX;FAUX;Compte Courant Principal;;250
22/01/2024;22/01/2024;Brasserie du Centre 🍕;35,83;Dépenses variables;Restauration & Sorties;22/01/2024;FAUX;FAUX;Compte Courant Principal;;251
17/01/2024;17/01/2024;Pharmacie Centrale 💊;21,71;Dépenses variables;Santé & Mutuelle;17/01/2024;FAUX;FAUX;Compte Courant Principal;;252
25/01/2024;25/01/2024;Decathlon - Loisirs ⚽;123,15;Dépenses variables;Loisirs & Culture;25/01/2024;FAUX;FAUX;Compte Courant Principal;;253
15/01/2024;15/01/2024;Shopping Habillement 🛍️;43,32;Dépenses variables;Shopping & Habillement;15/01/2024;FAUX;FAUX;Compte Courant Principal;;254
26/02/2024;27/02/2024;Salaire Mensuel 💶;1775,20;Recettes;Salaire;27/02/2024;VRAI;FAUX;;Compte Courant Principal;255
01/02/2024;02/02/2024;Virement Épargne Mensuelle 🐷;120,00;Virement;Épargne;02/02/2024;VRAI;FAUX;Compte Courant Principal;Livret A;256
03/02/2024;05/02/2024;Loyer & Charges 🏠;620,00;Dépenses fixes;Logement;05/02/2024;VRAI;FAUX;Compte Courant Principal;;257
08/02/2024;10/02/2024;Facture Électricité & Gaz ⚡;94,56;Dépenses fixes;Énergie & Eau;10/02/2024;VRAI;FAUX;Compte Courant Principal;;258
11/02/2024;12/02/2024;Abonnement Fibre & Mobile 📱;48,00;Dépenses fixes;Téléphonie & Internet;12/02/2024;VRAI;FAUX;Compte Courant Principal;;259
16/02/2024;18/02/2024;Assurance Habitation & Auto 🛡️;69,08;Dépenses fixes;Assurance;18/02/2024;VRAI;FAUX;Compte Courant Principal;;260
18/02/2024;20/02/2024;Abonnement Streaming 🎬;22,00;Dépenses fixes;Abonnements & Médias;20/02/2024;VRAI;FAUX;Compte Courant Principal;;261
20/02/2024;22/02/2024;Cotisation Mutuelle 💊;32,00;Dépenses fixes;Santé & Mutuelle;22/02/2024;VRAI;FAUX;Compte Courant Principal;;262
03/02/2024;03/02/2024;Courses Lidl 🛒;92,88;Dépenses variables;Alimentation;03/02/2024;FAUX;FAUX;Compte Courant Principal;;263
11/02/2024;11/02/2024;Courses Auchan 🛒;92,86;Dépenses variables;Alimentation;11/02/2024;FAUX;FAUX;Compte Courant Principal;;264
19/02/2024;19/02/2024;Courses E.Leclerc 🛒;94,69;Dépenses variables;Alimentation;19/02/2024;FAUX;FAUX;Compte Courant Principal;;265
26/02/2024;26/02/2024;Courses Lidl 🛒;96,41;Dépenses variables;Alimentation;26/02/2024;FAUX;FAUX;Compte Courant Principal;;266
06/02/2024;06/02/2024;Station TotalEnergies - Carburant ⛽;62,85;Dépenses variables;Transport & Carburant;06/02/2024;FAUX;FAUX;Compte Courant Principal;;267
23/02/2024;23/02/2024;Station TotalEnergies - Carburant ⛽;55,22;Dépenses variables;Transport & Carburant;23/02/2024;FAUX;FAUX;Compte Courant Principal;;268
09/02/2024;09/02/2024;Bistrot Gourmand 🍕;37,92;Dépenses variables;Restauration & Sorties;09/02/2024;FAUX;FAUX;Compte Courant Principal;;269
21/02/2024;21/02/2024;Pizzeria Bella Vista 🍕;32,84;Dépenses variables;Restauration & Sorties;21/02/2024;FAUX;FAUX;Compte Courant Principal;;270
13/02/2024;13/02/2024;Pharmacie Centrale 💊;26,93;Dépenses variables;Santé & Mutuelle;13/02/2024;FAUX;FAUX;Compte Courant Principal;;271
23/02/2024;23/02/2024;Fnac - Livres & Musique 📚;116,01;Dépenses variables;Loisirs & Culture;23/02/2024;FAUX;FAUX;Compte Courant Principal;;272
14/02/2024;14/02/2024;Shopping Habillement 🛍️;39,23;Dépenses variables;Shopping & Habillement;14/02/2024;FAUX;FAUX;Compte Courant Principal;;273
27/03/2024;28/03/2024;Salaire Mensuel 💶;1760,34;Recettes;Salaire;28/03/2024;VRAI;FAUX;;Compte Courant Principal;274
29/02/2024;02/03/2024;Virement Épargne Mensuelle 🐷;120,00;Virement;Épargne;02/03/2024;VRAI;FAUX;Compte Courant Principal;Livret A;275
03/03/2024;05/03/2024;Loyer & Charges 🏠;620,00;Dépenses fixes;Logement;05/03/2024;VRAI;FAUX;Compte Courant Principal;;276
09/03/2024;10/03/2024;Facture Électricité & Gaz ⚡;80,52;Dépenses fixes;Énergie & Eau;10/03/2024;VRAI;FAUX;Compte Courant Principal;;277
10/03/2024;12/03/2024;Abonnement Fibre & Mobile 📱;48,00;Dépenses fixes;Téléphonie & Internet;12/03/2024;VRAI;FAUX;Compte Courant Principal;;278
17/03/2024;18/03/2024;Assurance Habitation & Auto 🛡️;67,11;Dépenses fixes;Assurance;18/03/2024;VRAI;FAUX;Compte Courant Principal;;279
19/03/2024;20/03/2024;Abonnement Streaming 🎬;22,00;Dépenses fixes;Abonnements & Médias;20/03/2024;VRAI;FAUX;Compte Courant Principal;;280
20/03/2024;22/03/2024;Cotisation Mutuelle 💊;32,00;Dépenses fixes;Santé & Mutuelle;22/03/2024;VRAI;FAUX;Compte Courant Principal;;281
02/03/2024;02/03/2024;Courses Carrefour 🛒;95,81;Dépenses variables;Alimentation;02/03/2024;FAUX;FAUX;Compte Courant Principal;;282
12/03/2024;12/03/2024;Courses Carrefour 🛒;95,54;Dépenses variables;Alimentation;12/03/2024;FAUX;FAUX;Compte Courant Principal;;283
18/03/2024;18/03/2024;Courses Lidl 🛒;96,39;Dépenses variables;Alimentation;18/03/2024;FAUX;FAUX;Compte Courant Principal;;284
27/03/2024;27/03/2024;Courses Lidl 🛒;90,39;Dépenses variables;Alimentation;27/03/2024;FAUX;FAUX;Compte Courant Principal;;285
08/03/2024;08/03/2024;Station TotalEnergies - Carburant ⛽;60,36;Dépenses variables;Transport & Carburant;08/03/2024;FAUX;FAUX;Compte Courant Principal;;286
23/03/2024;23/03/2024;Station TotalEnergies - Carburant ⛽;62,58;Dépenses variables;Transport & Carburant;23/03/2024;FAUX;FAUX;Compte Courant Principal;;287
09/03/2024;09/03/2024;Pizzeria Bella Vista 🍕;38,99;Dépenses variables;Restauration & Sorties;09/03/2024;FAUX;FAUX;Compte Courant Principal;;288
22/03/2024;22/03/2024;Bistrot Gourmand 🍕;38,06;Dépenses variables;Restauration & Sorties;22/03/2024;FAUX;FAUX;Compte Courant Principal;;289
17/03/2024;17/03/2024;Pharmacie Centrale 💊;20,92;Dépenses variables;Santé & Mutuelle;17/03/2024;FAUX;FAUX;Compte Courant Principal;;290
23/03/2024;23/03/2024;Pathé Gaumont - Cinéma 🎬;134,29;Dépenses variables;Loisirs & Culture;23/03/2024;FAUX;FAUX;Compte Courant Principal;;291
16/03/2024;16/03/2024;Shopping Habillement 🛍️;35,51;Dépenses variables;Shopping & Habillement;16/03/2024;FAUX;FAUX;Compte Courant Principal;;292
14/03/2024;14/03/2024;Chèque N° 458921 - Cotisation Club 🎨;35,00;Dépenses variables;Loisirs & Culture;14/03/2024;FAUX;FAUX;Compte Courant Principal;;293
27/04/2024;28/04/2024;Salaire Mensuel 💶;1767,48;Recettes;Salaire;28/04/2024;VRAI;FAUX;;Compte Courant Principal;294
01/04/2024;02/04/2024;Virement Épargne Mensuelle 🐷;120,00;Virement;Épargne;02/04/2024;VRAI;FAUX;Compte Courant Principal;Livret A;295
04/04/2024;05/04/2024;Loyer & Charges 🏠;620,00;Dépenses fixes;Logement;05/04/2024;VRAI;FAUX;Compte Courant Principal;;296
09/04/2024;10/04/2024;Facture Électricité & Gaz ⚡;80,63;Dépenses fixes;Énergie & Eau;10/04/2024;VRAI;FAUX;Compte Courant Principal;;297
11/04/2024;12/04/2024;Abonnement Fibre & Mobile 📱;48,00;Dépenses fixes;Téléphonie & Internet;12/04/2024;VRAI;FAUX;Compte Courant Principal;;298
16/04/2024;18/04/2024;Assurance Habitation & Auto 🛡️;67,50;Dépenses fixes;Assurance;18/04/2024;VRAI;FAUX;Compte Courant Principal;;299
19/04/2024;20/04/2024;Abonnement Streaming 🎬;22,00;Dépenses fixes;Abonnements & Médias;20/04/2024;VRAI;FAUX;Compte Courant Principal;;300
21/04/2024;22/04/2024;Cotisation Mutuelle 💊;32,00;Dépenses fixes;Santé & Mutuelle;22/04/2024;VRAI;FAUX;Compte Courant Principal;;301
03/04/2024;03/04/2024;Courses Auchan 🛒;94,62;Dépenses variables;Alimentation;03/04/2024;FAUX;FAUX;Compte Courant Principal;;302
10/04/2024;10/04/2024;Courses E.Leclerc 🛒;88,13;Dépenses variables;Alimentation;10/04/2024;FAUX;FAUX;Compte Courant Principal;;303
19/04/2024;19/04/2024;Courses Auchan 🛒;89,06;Dépenses variables;Alimentation;19/04/2024;FAUX;FAUX;Compte Courant Principal;;304
26/04/2024;26/04/2024;Courses Auchan 🛒;95,07;Dépenses variables;Alimentation;26/04/2024;FAUX;FAUX;Compte Courant Principal;;305
08/04/2024;08/04/2024;Station TotalEnergies - Carburant ⛽;56,41;Dépenses variables;Transport & Carburant;08/04/2024;FAUX;FAUX;Compte Courant Principal;;306
23/04/2024;23/04/2024;Station TotalEnergies - Carburant ⛽;62,72;Dépenses variables;Transport & Carburant;23/04/2024;FAUX;FAUX;Compte Courant Principal;;307
08/04/2024;08/04/2024;Bistrot Gourmand 🍕;38,16;Dépenses variables;Restauration & Sorties;08/04/2024;FAUX;FAUX;Compte Courant Principal;;308
24/04/2024;24/04/2024;Bistrot Gourmand 🍕;36,65;Dépenses variables;Restauration & Sorties;24/04/2024;FAUX;FAUX;Compte Courant Principal;;309
16/04/2024;16/04/2024;Pharmacie Centrale 💊;22,15;Dépenses variables;Santé & Mutuelle;16/04/2024;FAUX;FAUX;Compte Courant Principal;;310
23/04/2024;23/04/2024;Pathé Gaumont - Cinéma 🎬;131,61;Dépenses variables;Loisirs & Culture;23/04/2024;FAUX;FAUX;Compte Courant Principal;;311
14/04/2024;14/04/2024;Shopping Habillement 🛍️;52,63;Dépenses variables;Shopping & Habillement;14/04/2024;FAUX;FAUX;Compte Courant Principal;;312
26/05/2024;27/05/2024;Salaire Mensuel 💶;1772,72;Recettes;Salaire;27/05/2024;VRAI;FAUX;;Compte Courant Principal;313
30/04/2024;02/05/2024;Virement Épargne Mensuelle 🐷;120,00;Virement;Épargne;02/05/2024;VRAI;FAUX;Compte Courant Principal;Livret A;314
04/05/2024;05/05/2024;Loyer & Charges 🏠;620,00;Dépenses fixes;Logement;05/05/2024;VRAI;FAUX;Compte Courant Principal;;315
08/05/2024;10/05/2024;Facture Électricité & Gaz ⚡;79,28;Dépenses fixes;Énergie & Eau;10/05/2024;VRAI;FAUX;Compte Courant Principal;;316
10/05/2024;12/05/2024;Abonnement Fibre & Mobile 📱;48,00;Dépenses fixes;Téléphonie & Internet;12/05/2024;VRAI;FAUX;Compte Courant Principal;;317
17/05/2024;18/05/2024;Assurance Habitation & Auto 🛡️;68,67;Dépenses fixes;Assurance;18/05/2024;VRAI;FAUX;Compte Courant Principal;;318
18/05/2024;20/05/2024;Abonnement Streaming 🎬;22,00;Dépenses fixes;Abonnements & Médias;20/05/2024;VRAI;FAUX;Compte Courant Principal;;319
21/05/2024;22/05/2024;Cotisation Mutuelle 💊;32,00;Dépenses fixes;Santé & Mutuelle;22/05/2024;VRAI;FAUX;Compte Courant Principal;;320
03/05/2024;03/05/2024;Courses E.Leclerc 🛒;91,40;Dépenses variables;Alimentation;03/05/2024;FAUX;FAUX;Compte Courant Principal;;321
12/05/2024;12/05/2024;Courses E.Leclerc 🛒;93,56;Dépenses variables;Alimentation;12/05/2024;FAUX;FAUX;Compte Courant Principal;;322
20/05/2024;20/05/2024;Courses Lidl 🛒;88,86;Dépenses variables;Alimentation;20/05/2024;FAUX;FAUX;Compte Courant Principal;;323
27/05/2024;27/05/2024;Courses Auchan 🛒;92,89;Dépenses variables;Alimentation;27/05/2024;FAUX;FAUX;Compte Courant Principal;;324
06/05/2024;06/05/2024;Station TotalEnergies - Carburant ⛽;60,52;Dépenses variables;Transport & Carburant;06/05/2024;FAUX;FAUX;Compte Courant Principal;;325
22/05/2024;22/05/2024;Station TotalEnergies - Carburant ⛽;58,59;Dépenses variables;Transport & Carburant;22/05/2024;FAUX;FAUX;Compte Courant Principal;;326
06/05/2024;06/05/2024;Brasserie du Centre 🍕;32,93;Dépenses variables;Restauration & Sorties;06/05/2024;FAUX;FAUX;Compte Courant Principal;;327
24/05/2024;24/05/2024;Pizzeria Bella Vista 🍕;38,92;Dépenses variables;Restauration & Sorties;24/05/2024;FAUX;FAUX;Compte Courant Principal;;328
17/05/2024;17/05/2024;Pharmacie Centrale 💊;24,65;Dépenses variables;Santé & Mutuelle;17/05/2024;FAUX;FAUX;Compte Courant Principal;;329
25/05/2024;25/05/2024;Fnac - Livres & Musique 📚;126,07;Dépenses variables;Loisirs & Culture;25/05/2024;FAUX;FAUX;Compte Courant Principal;;330
15/05/2024;15/05/2024;Shopping Habillement 🛍️;54,93;Dépenses variables;Shopping & Habillement;15/05/2024;FAUX;FAUX;Compte Courant Principal;;331
27/06/2024;28/06/2024;Salaire Mensuel 💶;1760,76;Recettes;Salaire;28/06/2024;VRAI;FAUX;;Compte Courant Principal;332
01/06/2024;02/06/2024;Virement Épargne Mensuelle 🐷;120,00;Virement;Épargne;02/06/2024;VRAI;FAUX;Compte Courant Principal;Livret A;333
04/06/2024;05/06/2024;Loyer & Charges 🏠;620,00;Dépenses fixes;Logement;05/06/2024;VRAI;FAUX;Compte Courant Principal;;334
09/06/2024;10/06/2024;Facture Électricité & Gaz ⚡;78,81;Dépenses fixes;Énergie & Eau;10/06/2024;VRAI;FAUX;Compte Courant Principal;;335
10/06/2024;12/06/2024;Abonnement Fibre & Mobile 📱;48,00;Dépenses fixes;Téléphonie & Internet;12/06/2024;VRAI;FAUX;Compte Courant Principal;;336
17/06/2024;18/06/2024;Assurance Habitation & Auto 🛡️;67,23;Dépenses fixes;Assurance;18/06/2024;VRAI;FAUX;Compte Courant Principal;;337
19/06/2024;20/06/2024;Abonnement Streaming 🎬;22,00;Dépenses fixes;Abonnements & Médias;20/06/2024;VRAI;FAUX;Compte Courant Principal;;338
21/06/2024;22/06/2024;Cotisation Mutuelle 💊;32,00;Dépenses fixes;Santé & Mutuelle;22/06/2024;VRAI;FAUX;Compte Courant Principal;;339
02/06/2024;02/06/2024;Courses Auchan 🛒;90,76;Dépenses variables;Alimentation;02/06/2024;FAUX;FAUX;Compte Courant Principal;;340
12/06/2024;12/06/2024;Courses E.Leclerc 🛒;97,81;Dépenses variables;Alimentation;12/06/2024;FAUX;FAUX;Compte Courant Principal;;341
18/06/2024;18/06/2024;Courses E.Leclerc 🛒;90,27;Dépenses variables;Alimentation;18/06/2024;FAUX;FAUX;Compte Courant Principal;;342
25/06/2024;25/06/2024;Courses E.Leclerc 🛒;88,14;Dépenses variables;Alimentation;25/06/2024;FAUX;FAUX;Compte Courant Principal;;343
09/06/2024;09/06/2024;Station TotalEnergies - Carburant ⛽;56,01;Dépenses variables;Transport & Carburant;09/06/2024;FAUX;FAUX;Compte Courant Principal;;344
19/06/2024;19/06/2024;Station TotalEnergies - Carburant ⛽;62,79;Dépenses variables;Transport & Carburant;19/06/2024;FAUX;FAUX;Compte Courant Principal;;345
10/06/2024;10/06/2024;Brasserie du Centre 🍕;34,92;Dépenses variables;Restauration & Sorties;10/06/2024;FAUX;FAUX;Compte Courant Principal;;346
24/06/2024;24/06/2024;Brasserie du Centre 🍕;33,03;Dépenses variables;Restauration & Sorties;24/06/2024;FAUX;FAUX;Compte Courant Principal;;347
